civ1 dev,civ1 arms,civ1 agg,civ1 com,civ2 dev,civ2 arms,civ2 agg,civ2 com,dist,rounds,outcome
0.34,0.75204,0.65,1,0.83,0.59318,0.04,1.09,7,12,Trust Established
1.12,0.14185,0.96,0.54,1.52,0.16019,0.75,0.12,9,64,Trust Established
1.27,0.66616,0.58,1.85,0.8,0.11117,0.26,1.84,3,27,Trust Established
0.54,0.2055,0.75,0.89,0.75,0.76642,0.5,0.43,1,5,Trust Established
0.81,0.07525,0.76,1.16,1.09,0.67458,0.95,1.4,3,3,Civ 1 Annihilates Civ 2
0.84,0.10438,0.74,0.62,0.59,0.10868,0.51,0.12,2,1,Civ 1 Annihilates Civ 2
1.72,0.20315,0.93,1.07,1,0.72553,0.72,0.48,2,6,Civ 2 Annihilates Civ 1
1.68,0.00014,0.66,1.72,0.65,0.15214,0.79,1.07,6,1,Everyone Has Died
2,0.3179,0.33,1.31,0.17,0.04468,0.12,0.44,9,2,Civ 2 Annihilates Civ 1
0.96,0.18937,0.71,1.15,1.24,0.07032,0.03,1.24,7,1,Civ 2 Annihilates Civ 1
1.25,0.38963,0.24,0.36,1.63,0.82811,0.76,1.58,9,15,Civ 1 Annihilates Civ 2
1.29,0.42853,0.16,0.72,0.87,0.19932,0.18,1.85,6,1,Civ 1 Annihilates Civ 2
1.54,0.48544,0.6,0.95,0.07,0.8587,0.54,1.54,10,1,Civ 1 Annihilates Civ 2
0.67,0.08654,0.82,0.93,1.54,0.58886,0.29,0.64,5,1,Civ 1 Annihilates Civ 2
1.82,0.57671,0.94,1.02,1.23,0.21168,0.17,0.08,7,1,Civ 1 Annihilates Civ 2
1,0.16026,0.82,1.56,0.06,0.37876,0.71,0.58,5,6,Civ 1 Annihilates Civ 2
0.58,0.09461,0.02,1.49,1.35,0.10702,0.75,0.21,5,2,Civ 1 Annihilates Civ 2
1.72,0.87106,0.75,0.06,1.39,0.12708,0.2,0.88,4,10,Civ 2 Annihilates Civ 1
0.89,0.55284,0.28,1.46,1.18,0.01118,0.06,0.24,2,2,Civ 2 Annihilates Civ 1
1.05,0.50573,0.29,0.94,1.05,0.198,0.91,0.66,7,1,Civ 2 Annihilates Civ 1
1.28,0.07649,0.01,0.87,1.48,0.71766,0.71,0.78,10,130,Civ 2 Annihilates Civ 1
1.73,0.23127,0.46,1.6,1.78,0.05403,0.16,1.23,8,7,Civ 2 Annihilates Civ 1
0.88,0.04229,0.52,0.98,1.87,0.56398,0.04,0.84,9,213,Trust Established
0.88,0.24401,0.06,1.79,1.03,0.29197,0.21,0.77,7,29,Trust Established
0.25,0.51625,0.82,0.31,1.85,0.64894,0.01,0.08,8,16,Trust Established
0.03,0.47974,0.96,0.05,0.82,0.02944,0.65,0.13,8,272,Trust Established
0.2,0.53111,0.58,0.55,0.22,0.28973,0.6,1.63,10,35,Trust Established
0.1,0.57957,0.22,1.29,1.16,0.06918,0.01,0.35,9,9,Civ 2 Annihilates Civ 1
1.6,0.00623,0.02,0.97,0.65,0.16839,0.02,1.57,9,1445,Trust Established
0.07,0.21074,0.33,0.19,1.79,0.0402,0.44,0.86,10,25,Civ 2 Annihilates Civ 1
1.27,0.75751,0.07,0.91,0.25,0.06264,0.89,0.98,10,19,Civ 2 Annihilates Civ 1
1.17,0.20289,0.94,1.91,1.49,0.56155,0.26,0.71,8,40,Trust Established
1.9,0.10862,0.63,1.84,0.63,0.3123,0.56,1.09,2,19,Trust Established
0.99,0.40149,0.11,0.13,0.41,0.00529,0.72,1.95,4,21,Civ 2 Annihilates Civ 1
0.89,0.01194,0.24,1.1,0.15,0.21005,0.44,1.96,6,378,Civ 1 Annihilates Civ 2
1.94,0.01168,0.42,0.63,1.52,0.75124,0.61,1.79,3,257,Trust Established
1.34,0.00293,0.74,0.17,0.83,0.03289,0.11,0.82,4,1366,Trust Established
1.57,0.43139,0.42,0.12,1.48,0.49816,0.15,1.76,6,14,Trust Established
0.82,0.3593,0.03,0.49,0.08,0.74294,0.26,0.35,8,6,Civ 1 Annihilates Civ 2
0.57,0.18601,0.71,0.42,0.83,0.61756,0.75,1.12,7,38,Trust Established
1.66,0.36647,0.27,1.97,0.74,0.08113,0.96,1.62,5,62,Trust Established
1,0.11013,0.59,1.04,1.7,0.55069,0.47,1.45,3,28,Trust Established
0.71,0.21986,0.28,1.47,1.98,0.71991,0.88,0,10,8,Civ 2 Annihilates Civ 1
1.41,0.54455,0.43,0.37,0.85,0.19618,0.63,1.64,1,1,Civ 2 Annihilates Civ 1
1.73,0.02738,0.32,1.15,0.46,0.49069,0.27,1.84,10,2,Civ 2 Annihilates Civ 1
1.81,0.53534,0.31,0.02,0.91,0.08883,0.08,1.57,9,1,Civ 2 Annihilates Civ 1
1.16,0.02892,0.37,0.49,0.12,0.05113,0.59,1.18,9,1,Civ 2 Annihilates Civ 1
1.85,0.20279,0.24,0.53,0.55,0.49094,0.69,0.97,3,1,Civ 2 Annihilates Civ 1
0.42,0.5971,0.39,0.69,1.73,0.07977,0.74,1.5,8,1,Civ 2 Annihilates Civ 1
0.08,0.27989,0.79,1.7,1.5,0.23908,0.83,1.35,3,8,Civ 1 Annihilates Civ 2
0.82,0.54617,0.89,1.71,0.95,0.45768,0.45,0.4,4,1,Civ 1 Annihilates Civ 2
0.25,0.59354,0.48,0.25,1.56,0.26163,0.47,0.21,6,2,Civ 1 Annihilates Civ 2
0.08,0.00457,0.51,0.41,1.86,0.49185,0.73,1.43,8,1,Civ 1 Annihilates Civ 2
0.64,0.33322,0.42,1.9,0.12,0.31293,0.78,0.07,1,1,Everyone Has Died
0.88,0.2532,0.33,0.74,0.04,0.16996,0.34,0.76,4,32,Trust Established
1.39,0.13619,0.23,1.21,0.82,0.06636,0.35,1.69,3,5,Civ 1 Annihilates Civ 2
0.49,0.40012,0.59,0.94,1.11,0.1935,0.37,1.79,5,26,Trust Established
0.54,0.32666,0.11,1.04,1.5,0.20516,0.37,0.3,9,44,Trust Established
1.62,0.02,0.23,0.85,0.5,0.19831,0.5,0.17,9,450,Trust Established
0.15,0.3146,0.01,1.25,0.25,0.18266,0.73,1.65,6,33,Trust Established
0.1,0.29438,0.19,0.3,1.61,0.26135,0.93,0.46,6,12,Civ 1 Annihilates Civ 2
0.48,0.03545,0.04,1.27,0.54,0.8735,0.31,0.22,9,1,Civ 1 Annihilates Civ 2
1.74,0.19795,0.91,1.77,0.67,0.17823,0.94,1.94,1,1,Civ 1 Annihilates Civ 2
0.4,0.06186,0.51,0.21,0.04,0.11373,0,1.96,4,1,Civ 1 Annihilates Civ 2
0.39,0.03703,1,1.54,0.64,0.45839,0.85,0.16,10,1,Civ 1 Annihilates Civ 2
1.02,0.01554,0.71,1.97,0.88,0.56779,0.24,0.82,7,1,Everyone Has Died
1.94,0.08985,0.96,0.15,0.63,0.46218,0.61,0.75,8,2,Civ 1 Annihilates Civ 2
1.59,0.12141,0.49,1.57,0.8,0.36215,0.82,1.57,3,1,Civ 1 Annihilates Civ 2
0.42,0.22207,0.44,1.36,0.08,0.07051,0.55,1.16,2,1,Civ 1 Annihilates Civ 2
0.83,0.46656,0.58,1.29,1.29,0.06342,0.43,1.27,6,1,Civ 1 Annihilates Civ 2
0.2,0.25267,0.85,1.33,1,0.18201,0.35,1.78,1,6,Trust Established
1.83,0.61203,0.11,1.54,0.46,0.0381,0.22,0.11,8,36,Civ 2 Annihilates Civ 1
1.83,0.06322,0.89,1.37,0.22,0.37261,0.71,1.9,7,56,Civ 1 Annihilates Civ 2
1.53,0.19783,0.08,0.27,0.31,0.67734,0.56,0.94,5,1,Civ 1 Annihilates Civ 2
0.7,0.00249,0.34,1.66,0.65,0.46695,0.86,1.46,5,1,Civ 1 Annihilates Civ 2
0.76,0.8379,0.83,0.6,1.24,0.60087,0.44,1.43,2,1,Civ 1 Annihilates Civ 2
1.58,0.58105,0.38,0.58,1.12,0.57479,0.51,0.88,2,1,Civ 1 Annihilates Civ 2
1.99,0.04195,0.14,1.29,0.28,0.11926,0.63,1.63,6,1,Civ 1 Annihilates Civ 2
1.25,0.24252,0.8,1.41,1.07,0.09788,0.81,1.05,10,1,Civ 1 Annihilates Civ 2
0.48,0.04402,0.18,1.93,1.05,0.15822,0.88,0.51,2,1,Civ 1 Annihilates Civ 2
0.85,0.01282,0.98,0.65,1.94,0.24029,0.06,1.11,4,1,Civ 1 Annihilates Civ 2
1.3,0.43141,0.99,0.12,0.62,0.54516,0.09,1.04,10,1,Civ 1 Annihilates Civ 2
0.9,0.24587,0.49,0.4,1.12,0.17762,0.47,0.91,3,1,Civ 1 Annihilates Civ 2
1.48,0.2938,0.12,1.01,0.53,0.00635,0.57,1.38,3,1,Civ 1 Annihilates Civ 2
1.02,0.30786,0.52,1.25,1.57,0.38344,0.76,0.72,9,1,Civ 1 Annihilates Civ 2
0.11,0.83265,0.35,1.01,0.21,0.56015,0.8,1.44,2,1,Civ 1 Annihilates Civ 2
0.56,0.01114,1,1.08,0.58,0.0455,0.91,1.22,2,1,Civ 1 Annihilates Civ 2
0.29,0.13923,0.47,1.2,0.39,0.35172,0.58,1.5,9,1,Everyone Has Died
1.31,0.0694,0.54,0.22,1.29,0.66765,0.66,0.89,5,1,Civ 1 Annihilates Civ 2
0.99,0.19511,0.01,1.52,1.34,0.73508,0.71,1.63,8,1,Civ 1 Annihilates Civ 2
0.79,0.75901,0.18,0.8,1.87,0.36013,0.44,1.89,10,2,Civ 2 Annihilates Civ 1
1.83,0.5058,0.38,1.84,0.38,0.1555,0.17,0.44,5,1,Civ 1 Annihilates Civ 2
1.32,0.15371,0.37,0.22,0,0.00253,0.66,0.96,6,0,Civ 1 Annihilates Civ 2
0.47,0.16998,0.33,0.94,1.15,0.26458,0.52,1.79,9,1,Everyone Has Died
1.58,0.5195,0.55,1.33,1.29,0.00227,0.61,0.44,4,1,Civ 1 Annihilates Civ 2
1.26,0.09581,0.48,0.28,1.93,0.05177,0.72,0.76,5,1,Civ 1 Annihilates Civ 2
1.52,0.47207,0.52,0.01,1.14,0.00211,0.94,0.98,5,1,Civ 1 Annihilates Civ 2
0.2,0.08226,0.82,0.95,1.14,0.31811,0.83,0.66,1,1,Everyone Has Died
1.22,0.25439,0.98,1.51,1.36,0.4198,0.38,1.87,7,1,Civ 1 Annihilates Civ 2
1.68,0.12994,0.55,0.1,1.63,0.46098,0.44,1.91,2,1,Everyone Has Died
0.98,0.4921,0.34,1.69,0.66,0.12383,0.15,1.74,8,1,Civ 1 Annihilates Civ 2
1.75,0.19428,0.27,1.06,0.42,0.4367,0.01,0.44,4,1,Civ 1 Annihilates Civ 2
0.72,0.64912,0.7,0.28,1.39,0.75104,0.32,1.31,2,1,Civ 1 Annihilates Civ 2
0.97,0.44706,0.41,1.8,1.44,0.28416,0.93,0.22,9,1,Civ 1 Annihilates Civ 2
1.99,0.60221,0.18,1.72,1.55,0.47261,0.61,1.04,1,1,Civ 1 Annihilates Civ 2
1.38,0.62825,0.95,0.38,1.61,0.49681,0.07,0.13,2,1,Civ 1 Annihilates Civ 2
0.86,0.80883,0.9,1.83,0.88,0.70171,0.9,0.06,10,1,Civ 1 Annihilates Civ 2
0.54,0.5905,0.99,1.46,0.44,0.52633,0.03,1.45,1,1,Civ 1 Annihilates Civ 2
0.02,0.2968,0.32,1.81,1.03,0.17987,0.68,0.51,5,2,Civ 1 Annihilates Civ 2
1.25,0.08703,0.64,0.69,0.32,0.32842,0.35,1.53,9,1,Civ 1 Annihilates Civ 2
0.72,0.14526,0.4,1.45,1.5,0.83963,0.71,1.21,7,1,Civ 1 Annihilates Civ 2
0.53,0.27432,0.23,1.98,1.63,0.36657,0.69,0.15,6,1,Everyone Has Died
1.55,0.72586,0.63,0.57,0.76,0.15869,0.96,0.2,4,1,Civ 1 Annihilates Civ 2
1.34,0.62327,0.98,1.83,1.84,0.44246,0.9,0.56,1,1,Civ 1 Annihilates Civ 2
1.83,0.64948,0.03,0.14,0.04,0.14477,0.28,1.16,2,1,Civ 1 Annihilates Civ 2
0.5,0.02427,0.79,1,0.38,0.21715,0.44,1.49,10,1,Everyone Has Died
0.12,0.53911,0.19,0.73,0.95,0.07356,0.61,1.08,5,1,Civ 1 Annihilates Civ 2
0.56,0.0524,0.47,0.91,0.33,0.45197,0.66,0.17,3,1,Civ 1 Annihilates Civ 2
1.72,0.71905,0.06,1.86,0.53,0.19597,0.91,1.46,3,1,Civ 1 Annihilates Civ 2
1.44,0.38681,0.73,1.98,1.76,0.29617,0.24,0.38,2,2,Civ 1 Annihilates Civ 2
1.84,0.42244,0.41,1.56,0.3,0.05241,0.33,1.54,4,1,Civ 1 Annihilates Civ 2
1.09,0.12123,0.93,1.75,0.64,0.69303,0.2,1.28,1,1,Civ 1 Annihilates Civ 2
0.31,0.30421,0.53,1.35,0.64,0.39021,0.08,0.56,9,1,Civ 1 Annihilates Civ 2
1.2,0.51701,0.74,1.84,1.08,0.26174,0.72,0.77,5,1,Civ 1 Annihilates Civ 2
1.08,0.61666,0.83,0.21,1.74,0.26364,0.24,0.95,1,1,Civ 1 Annihilates Civ 2
1.93,0.66635,0.65,0.84,1.74,0.50445,0.6,0.88,10,1,Civ 1 Annihilates Civ 2
0.98,0.56475,0.79,0.65,1.05,0.36326,0.47,0.45,5,8,Civ 2 Annihilates Civ 1
0.13,0.04607,0.97,1.27,0.65,0.83614,0.26,0.87,6,67,Civ 1 Annihilates Civ 2
0.5,0.19112,0.03,0.94,1.84,0.19615,0.61,0.93,6,1,Civ 1 Annihilates Civ 2
0.89,0.51252,0.94,1.4,0.38,0.05512,0.93,0.61,4,1,Civ 1 Annihilates Civ 2
1.72,0.71492,0.41,1.09,1.09,0.10243,0.04,1.71,6,1,Civ 1 Annihilates Civ 2
1.35,0.601,0.03,1.67,0.56,0.86366,0.25,1.33,2,1,Civ 1 Annihilates Civ 2
0.5,0.1343,0.17,0.36,1.53,0.66795,0.42,1.71,10,2,Everyone Has Died
1.72,0.40883,1,1.92,0.62,0.17181,0.51,1.08,8,1,Civ 1 Annihilates Civ 2
0.74,0.33939,0.2,1.19,1.92,0.14448,0.96,1.99,3,1,Civ 1 Annihilates Civ 2
0.51,0.13054,0.83,1.48,0.45,0.14009,0.82,0.99,3,1,Civ 1 Annihilates Civ 2
0.61,0.57542,0.22,1.72,1.82,0.36449,0.96,0.45,9,1,Civ 1 Annihilates Civ 2
0.57,0.52357,0.25,1.36,0.72,0.13427,0.77,1.96,2,1,Civ 1 Annihilates Civ 2
1.85,0.03347,0.53,0.67,0.53,0.69401,0.11,1.47,4,1,Civ 1 Annihilates Civ 2
1.77,0.10952,0.82,1.9,0.24,0.31217,0.02,0.01,5,1,Civ 1 Annihilates Civ 2
1.84,0.42699,0.05,0.05,0.57,0.07027,0.6,0.45,1,1,Civ 1 Annihilates Civ 2
1.49,0.22289,0.43,1.5,1.39,0.03738,0.53,1.49,1,1,Civ 1 Annihilates Civ 2
0.03,0.28914,0.46,0.09,0.96,0.2833,0.65,1.55,9,1,Civ 1 Annihilates Civ 2
0.35,0.69794,0.58,1.9,1.85,0.30328,0.87,0.02,8,1,Everyone Has Died
1.47,0.59588,0.24,1.55,1.38,0.15781,0.33,0.09,7,1,Civ 1 Annihilates Civ 2
1.4,0.31891,0.73,0.77,1.92,0.02637,0.14,0.81,9,1,Civ 1 Annihilates Civ 2
1.52,0.26363,0.4,0.84,1.63,0.07479,0.19,1.09,7,1,Civ 1 Annihilates Civ 2
0.88,0.17564,0.84,0.35,1.47,0.27809,0.71,1.69,7,2,Civ 1 Annihilates Civ 2
0.96,0.17758,0.58,1.02,0.34,0.63041,0.18,1.11,3,3,Civ 1 Annihilates Civ 2
